,CreditScore,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,bin_age,Geography_France,Geography_Germany,Geography_Spain,gender_0,gender_1
7027,464,4,155994.15,1,0,0,143665.44,0,7,0,1,0,0,1
7028,718,7,147527.03,1,0,0,51099.56,0,6,0,1,0,0,1
7029,594,4,0.0,1,1,0,5408.74,1,9,1,0,0,1,0
7030,574,8,100267.03,1,1,0,103006.27,0,4,1,0,0,0,1
7031,478,0,83287.05,2,0,1,44147.95,1,4,0,0,1,0,1
7032,615,4,0.0,1,0,1,149278.96,0,9,0,0,1,0,1
7033,651,4,0.0,2,0,0,193009.21,0,6,0,0,1,0,1
7034,465,1,117438.17,1,0,0,74898.8,1,6,0,1,0,0,1
7035,558,7,121235.05,2,1,1,116253.1,0,1,1,0,0,1,0
7036,540,3,129965.18,1,0,0,19374.08,0,6,0,1,0,0,1
7037,568,8,150836.92,1,0,0,64516.8,1,3,0,1,0,0,1
7038,630,0,0.0,2,1,1,34475.14,0,4,1,0,0,0,1
7039,523,1,163894.35,1,0,1,57061.71,0,8,0,1,0,0,1
7040,678,2,0.0,2,1,1,32301.88,0,6,1,0,0,1,0
7041,438,2,0.0,2,1,0,136859.55,0,5,1,0,0,0,1
7042,544,1,0.0,2,0,0,69244.24,0,8,1,0,0,0,1
7043,595,2,87967.42,2,0,1,156309.52,0,3,0,1,0,0,1
7044,678,3,0.0,2,1,0,4989.33,0,4,1,0,0,0,1
7045,850,6,0.0,2,1,1,190194.95,0,3,1,0,0,1,0
7046,589,2,121093.29,2,1,0,3529.72,0,7,0,1,0,1,0
7047,785,2,121691.54,2,0,0,81778.72,0,3,0,0,1,1,0
7048,563,6,0.0,2,1,1,39297.48,0,6,0,0,1,0,1
7049,602,6,154121.32,2,1,0,176614.86,1,2,1,0,0,1,0
7050,591,6,0.0,2,1,1,108684.65,0,6,1,0,0,0,1
7051,643,1,0.0,2,1,1,145764.4,0,2,0,0,1,0,1
7052,605,5,0.0,2,1,1,42135.28,0,4,1,0,0,1,0
7053,755,6,165048.5,3,1,0,16929.41,1,5,0,1,0,0,1
7054,769,6,0.0,2,0,0,104393.78,0,2,0,0,1,0,1
7055,620,9,127638.35,1,1,1,192717.57,0,3,1,0,0,1,0
7056,725,8,0.0,2,1,1,59650.42,0,4,1,0,0,0,1
7059,669,4,108269.2,2,1,0,174969.92,0,7,0,1,0,1,0
7060,712,1,0.0,2,1,0,1703.58,0,5,1,0,0,1,0
7061,603,9,145623.36,1,1,0,163181.62,0,8,0,1,0,1,0
7062,597,4,145809.53,2,1,1,52319.26,0,5,1,0,0,1,0
7064,718,3,0.0,2,1,1,145355.11,0,4,1,0,0,1,0
7065,527,8,0.0,1,1,1,51711.57,0,5,0,0,1,0,1
7066,729,1,0.0,2,1,1,149535.97,0,4,0,0,1,1,0
7067,746,4,0.0,1,0,1,94105.0,0,6,1,0,0,1,0
7068,699,3,111009.32,1,1,1,155905.79,1,5,0,1,0,1,0
7069,759,2,0.0,1,1,1,138380.11,0,3,1,0,0,1,0
7070,748,3,157371.54,1,0,1,97734.3,0,5,1,0,0,1,0
7072,686,9,134560.62,1,1,0,27596.39,0,4,1,0,0,0,1
7073,679,1,0.0,1,1,1,16897.19,0,5,1,0,0,0,1
7074,682,5,72373.62,2,1,0,36895.99,0,5,0,1,0,0,1
7075,778,7,109564.1,1,0,1,113046.81,0,2,1,0,0,1,0
7076,742,4,132116.13,2,1,0,129933.5,0,5,1,0,0,1,0
7077,649,7,101195.23,1,0,0,133091.32,0,4,0,1,0,0,1
7079,595,9,130682.11,2,1,1,57862.88,0,6,0,1,0,0,1
7080,628,10,115280.49,2,0,0,12628.61,1,2,0,1,0,1,0
7081,625,8,129944.39,2,0,0,198914.8,0,3,1,0,0,1,0
7082,733,5,0.0,2,1,1,109127.54,0,5,1,0,0,0,1
7083,665,10,0.0,1,1,1,22487.45,0,6,0,0,1,1,0
7084,805,6,151802.29,1,1,0,46791.09,1,5,0,1,0,0,1
7085,725,6,0.0,2,1,1,158697.28,0,5,1,0,0,0,1
7086,554,3,138731.95,1,1,1,194138.36,0,6,1,0,0,1,0
7087,675,8,155621.08,1,0,1,35177.31,0,3,0,0,1,1,0
7088,556,4,150005.38,1,1,0,157015.5,1,4,1,0,0,1,0
7089,635,2,0.0,2,1,1,136551.25,0,1,0,0,1,1,0
7090,601,1,64430.06,2,0,1,96517.97,0,4,1,0,0,0,1
7091,600,7,106261.63,1,1,0,93629.66,1,3,0,1,0,0,1
7092,758,3,0.0,2,0,0,96097.65,0,2,0,0,1,0,1
7093,606,4,132670.53,1,1,0,156476.36,1,6,0,1,0,1,0
7095,753,1,117314.92,1,1,0,122021.33,1,7,0,1,0,1,0
7096,559,3,145874.35,1,1,0,56311.39,1,5,0,0,1,0,1
7097,754,7,146777.44,2,0,1,150685.52,0,5,0,0,1,1,0
7098,621,4,109978.83,1,0,0,177740.58,1,4,0,1,0,0,1
7099,654,5,0.0,1,0,1,71492.28,0,5,1,0,0,1,0
7100,650,8,108881.73,1,1,0,104492.83,0,4,0,0,1,0,1
7101,831,10,0.0,1,0,1,47729.33,0,9,0,0,1,1,0
7102,519,2,112957.26,2,1,0,97593.16,0,5,1,0,0,0,1
7103,552,8,103362.14,1,0,1,186869.58,1,4,0,1,0,1,0
7104,577,4,89015.61,1,0,1,135227.23,0,9,0,0,1,0,1
7105,576,5,133618.01,1,0,0,135244.87,0,2,0,0,1,0,1
7106,646,5,93680.43,2,1,1,179473.26,0,4,1,0,0,0,1
7107,711,1,97486.15,2,1,0,50610.62,0,6,0,1,0,1,0
7108,806,2,137794.18,2,0,1,75232.02,0,4,0,0,1,1,0
7109,670,8,101928.51,1,0,0,89205.54,0,2,1,0,0,1,0
7110,679,9,0.0,2,0,1,61761.77,0,5,0,0,1,1,0
7111,850,6,0.0,2,1,0,103921.43,0,4,0,0,1,1,0
7112,670,2,79585.96,1,0,1,198802.9,0,6,0,1,0,1,0
7113,733,3,161884.99,1,1,1,9617.24,0,3,1,0,0,1,0
7114,764,1,129068.54,2,1,1,187905.12,0,5,1,0,0,1,0
7115,673,4,0.0,2,1,0,121440.8,0,5,1,0,0,1,0
7116,588,6,132623.76,3,1,0,36292.94,1,5,0,1,0,0,1
7117,564,5,121461.87,1,1,1,20432.09,1,5,0,0,1,0,1
7118,715,8,175307.32,1,1,0,187051.23,0,5,1,0,0,0,1
7119,621,7,136658.61,1,1,1,148689.13,0,5,1,0,0,0,1
7120,796,3,146584.19,2,0,0,125445.8,0,3,0,0,1,1,0
7121,672,6,0.0,1,0,0,22736.06,0,5,1,0,0,0,1
7122,527,10,131414.76,1,1,0,54947.51,0,5,0,0,1,1,0
7123,722,3,0.0,2,0,1,167984.72,0,4,1,0,0,1,0
7124,596,4,99441.21,2,0,1,4802.27,0,7,0,1,0,0,1
7125,746,4,0.0,2,1,1,72909.75,0,4,1,0,0,1,0
7126,523,4,0.0,2,1,0,185488.81,0,4,1,0,0,1,0
7127,624,3,0.0,2,1,0,88407.51,0,6,1,0,0,0,1
7128,553,1,181110.13,2,1,0,184544.59,0,4,0,0,1,0,1
7129,850,3,100476.46,2,1,1,136539.13,0,5,0,0,1,0,1
7130,599,2,51949.95,2,1,0,85045.92,0,4,0,1,0,0,1
7131,492,8,121063.49,1,0,0,85421.48,0,5,1,0,0,0,1
7132,707,8,88441.64,1,1,1,119903.2,1,4,0,0,1,0,1
7133,743,1,127023.39,1,1,1,138780.89,0,7,1,0,0,1,0
7134,522,5,144147.68,1,1,1,14789.9,0,9,1,0,0,0,1
7135,681,2,173306.13,1,0,1,131964.66,0,3,0,0,1,1,0
7136,826,0,0.0,1,0,0,178709.98,1,4,1,0,0,1,0
7137,630,8,106425.75,1,1,1,20344.84,0,3,0,1,0,1,0
7140,703,6,152685.4,1,0,0,183656.12,0,5,0,0,1,0,1
7141,755,1,82083.52,1,0,1,10333.78,0,2,0,1,0,1,0
7143,719,7,0.0,2,1,1,125041.52,0,6,1,0,0,1,0
7144,554,0,108477.27,1,0,1,140003.0,1,4,0,1,0,1,0
7145,683,4,114779.35,1,0,0,183171.47,0,3,1,0,0,0,1
7146,749,5,57568.94,1,1,1,61128.29,0,5,1,0,0,0,1
7147,724,1,0.0,2,1,0,52462.25,0,5,0,0,1,0,1
7148,770,8,0.0,2,0,1,50839.85,0,5,0,0,1,0,1
7149,680,4,0.0,2,1,0,61240.87,0,1,1,0,0,0,1
7150,699,4,110559.46,1,1,1,127429.56,0,6,1,0,0,1,0
7151,442,4,0.0,2,1,0,68343.08,0,4,1,0,0,0,1
7152,529,8,0.0,1,0,0,126511.94,1,7,1,0,0,0,1
7153,574,3,0.0,2,1,1,8559.66,0,4,0,0,1,0,1
7154,605,9,128152.82,1,0,0,147822.81,0,1,1,0,0,0,1
7155,515,7,120961.5,3,1,1,39288.11,1,6,0,1,0,0,1
7157,558,10,105000.23,1,1,0,190019.61,0,3,1,0,0,0,1
7158,434,8,109339.17,2,1,0,96405.88,1,3,0,1,0,0,1
7159,525,6,55328.4,1,1,0,83342.73,1,4,1,0,0,1,0
7160,640,3,72012.76,1,1,0,161333.13,0,5,0,1,0,0,1
7161,690,6,110480.48,1,0,0,81292.33,0,5,1,0,0,1,0
7162,607,9,132439.99,1,1,0,177747.72,0,5,0,0,1,0,1
7163,850,3,0.0,2,1,1,187980.21,0,3,1,0,0,1,0
7164,780,5,94108.54,2,1,0,177235.21,0,3,0,1,0,0,1
7165,616,10,105173.99,1,0,1,29835.37,1,5,0,1,0,1,0
7166,618,8,0.0,2,1,0,80204.38,0,3,0,0,1,1,0
7167,676,7,131959.86,1,0,0,189268.81,0,4,1,0,0,0,1
7168,507,7,0.0,2,1,1,85411.01,0,7,1,0,0,0,1
7169,490,5,122952.9,2,0,0,154360.97,0,8,1,0,0,0,1
7170,678,0,107379.68,1,1,1,84460.18,0,5,1,0,0,0,1
7171,637,6,122641.56,2,1,0,65618.01,0,4,0,1,0,0,1
7172,602,8,0.0,2,1,1,112928.74,0,7,1,0,0,1,0
7173,744,1,124037.28,1,1,1,142210.94,0,4,0,0,1,1,0
7174,640,9,117565.03,2,0,0,82559.77,0,6,1,0,0,1,0
7175,684,5,133189.4,1,0,0,127388.06,0,9,1,0,0,1,0
7176,495,8,120252.02,2,1,1,10160.23,0,2,0,1,0,0,1
7177,559,3,152264.81,1,0,0,64242.31,0,4,0,1,0,1,0
7178,684,5,105069.98,2,1,1,198355.28,0,5,1,0,0,0,1
7179,613,7,115076.06,1,1,1,79323.61,0,4,1,0,0,0,1
7180,794,8,0.0,2,1,1,24113.91,0,6,1,0,0,0,1
7181,736,7,117280.23,3,0,0,41921.06,1,6,1,0,0,1,0
7182,692,6,110540.43,2,0,1,107472.99,0,4,0,1,0,0,1
7183,703,7,135095.47,1,1,0,143859.66,0,4,0,0,1,0,1
7184,720,0,187861.18,2,1,1,104120.17,0,7,0,1,0,0,1
7185,777,3,124655.59,2,0,1,79792.3,0,9,0,1,0,0,1
7186,653,8,0.0,2,1,1,154639.72,0,6,1,0,0,0,1
7187,552,9,134105.01,1,0,0,57850.1,0,3,1,0,0,1,0
7188,708,4,0.0,1,1,1,62868.33,0,4,1,0,0,1,0
7189,647,9,0.0,2,0,1,92357.21,0,5,1,0,0,1,0
7190,597,8,83693.34,2,1,1,161083.53,0,3,0,1,0,0,1
7191,501,9,114631.23,1,0,1,91429.74,0,5,1,0,0,0,1
7192,709,9,128601.98,1,1,0,117031.2,0,5,1,0,0,0,1
7193,621,2,91258.52,2,1,0,44857.4,0,3,0,1,0,1,0
7195,675,6,0.0,2,1,0,34045.61,0,3,1,0,0,1,0
7196,561,5,0.0,2,1,0,59981.62,0,5,1,0,0,1,0
7197,707,10,0.0,2,1,1,152944.39,0,7,1,0,0,1,0
7198,670,6,88294.6,1,1,0,66979.06,0,9,1,0,0,0,1
7199,649,7,0.0,1,1,0,28797.32,0,4,0,0,1,1,0
7200,524,1,93577.3,1,1,1,51670.82,0,6,1,0,0,0,1
7201,689,5,136650.89,1,1,1,41865.72,1,4,0,1,0,1,0
7203,657,1,84309.57,2,0,0,103914.4,0,6,1,0,0,0,1
7204,686,10,136258.06,1,0,0,89199.51,0,6,0,0,1,0,1
7205,683,9,0.0,2,1,1,48849.89,0,8,1,0,0,1,0
7206,753,1,131160.85,1,1,0,197444.69,0,5,0,1,0,1,0
7207,520,4,145222.99,2,0,0,145160.96,0,5,0,0,1,1,0
7208,547,4,98141.57,2,1,1,52309.8,0,5,0,1,0,0,1
7209,653,6,0.0,1,1,0,50695.93,1,7,1,0,0,0,1
7210,648,9,102282.61,1,1,1,157891.11,0,3,0,0,1,1,0
7211,639,4,116121.84,2,0,1,181850.74,0,4,1,0,0,1,0
7212,711,5,190066.54,1,0,0,51345.39,1,5,1,0,0,1,0
7213,484,8,149349.58,3,0,0,137519.92,1,9,0,1,0,1,0
7214,721,1,155176.83,2,1,1,49653.37,0,3,1,0,0,0,1
7215,548,2,98986.28,1,1,1,55867.38,0,6,0,1,0,0,1
7216,679,8,147726.98,3,1,0,172749.4,1,3,1,0,0,0,1
7217,553,1,0.0,2,1,0,90607.31,0,6,1,0,0,0,1
7218,757,7,144852.06,1,0,0,130861.95,0,6,1,0,0,0,1
7219,581,4,89299.81,1,0,0,5558.47,1,5,1,0,0,0,1
7220,718,9,0.0,2,0,0,121537.91,0,4,0,0,1,0,1
7221,625,6,97663.16,2,1,0,57128.78,0,4,1,0,0,0,1
7222,744,4,95161.75,1,1,0,19409.77,0,7,0,0,1,0,1
7223,799,9,154586.92,1,0,1,88604.89,1,4,0,1,0,0,1
7224,751,8,127095.14,2,0,0,479.54,0,8,0,0,1,1,0
7225,781,7,92526.15,2,1,1,173837.54,0,5,0,1,0,0,1
7226,777,0,107362.8,1,1,0,487.3,0,4,0,1,0,1,0
7227,704,2,0.0,1,1,0,35600.25,1,8,0,0,1,1,0
7228,539,2,127286.04,2,1,1,166929.43,1,4,1,0,0,1,0
7229,716,6,0.0,2,1,1,98998.61,0,5,1,0,0,1,0
7230,670,2,0.0,2,1,1,54229.74,0,6,1,0,0,0,1
7231,555,10,139930.18,1,1,1,105720.09,0,5,1,0,0,0,1
7232,679,4,77949.69,1,1,1,121151.46,0,3,0,1,0,1,0
7233,571,1,121405.04,1,1,1,154844.22,0,6,1,0,0,0,1
7234,512,5,124580.69,1,1,1,18785.48,0,5,0,0,1,1,0
7235,697,5,133087.76,1,1,0,64771.61,0,3,1,0,0,0,1
7236,424,7,0.0,1,1,1,16250.61,0,4,0,0,1,0,1
7237,684,7,0.0,2,1,0,131093.99,0,6,1,0,0,1,0
7239,580,8,103741.14,1,1,0,47428.73,1,3,0,1,0,0,1
7240,600,7,98877.95,1,1,0,132973.21,0,6,1,0,0,1,0
7241,521,5,105843.26,2,1,1,84908.2,0,3,1,0,0,0,1
7242,664,7,77526.66,3,0,0,57338.56,1,6,0,0,1,0,1
7244,445,7,0.0,2,1,0,122625.68,0,5,1,0,0,1,0
7245,702,2,105264.88,2,1,1,52909.87,0,4,0,1,0,1,0
7246,485,5,0.0,2,0,1,170226.47,0,3,1,0,0,0,1
7247,582,3,110150.43,1,1,1,191757.65,1,6,0,1,0,1,0
7248,605,2,0.0,3,1,0,66652.75,1,7,0,0,1,1,0
7249,628,7,0.0,2,1,1,195977.75,0,4,1,0,0,0,1
7250,604,6,0.0,2,1,1,69056.26,0,5,0,0,1,1,0
7251,724,9,138166.3,1,1,0,12920.43,0,3,0,1,0,0,1
7252,567,7,122265.24,1,1,0,138552.74,0,8,0,1,0,0,1
7253,779,0,133295.98,1,1,0,22832.71,1,6,0,0,1,1,0
7254,785,2,0.0,1,0,1,61811.1,0,4,1,0,0,0,1
7255,563,0,148326.09,1,1,0,191604.27,1,8,1,0,0,1,0
7256,821,2,68927.57,1,1,1,25445.0,0,5,0,1,0,1,0
7257,747,5,139914.6,4,0,1,129964.56,1,8,1,0,0,1,0
7258,600,8,118723.11,1,0,0,6209.51,1,5,0,1,0,1,0
7259,625,7,106957.28,1,1,1,134794.02,0,6,0,0,1,0,1
7260,773,7,190238.93,1,1,1,57549.65,0,8,1,0,0,1,0
7261,726,1,113537.73,1,0,1,28367.21,0,3,1,0,0,1,0
7262,641,4,101090.27,1,1,1,51703.09,0,4,0,0,1,1,0
7263,649,2,0.0,2,1,1,66602.7,0,8,1,0,0,1,0
7264,434,3,0.0,1,1,1,2739.71,0,5,0,0,1,0,1
7265,738,7,0.0,2,0,0,69227.42,0,5,1,0,0,1,0
7266,762,10,168920.75,1,1,0,31445.03,1,4,0,0,1,1,0
7267,507,9,111589.67,1,1,0,150037.19,0,7,0,1,0,0,1
7268,606,6,172310.33,1,0,1,111448.92,0,3,0,1,0,1,0
7269,655,7,118028.35,1,1,0,51226.32,1,6,0,1,0,0,1
7270,697,1,147910.3,1,1,1,53581.14,0,5,0,1,0,0,1
7271,504,7,131287.36,2,1,1,149697.78,0,5,0,1,0,0,1
7273,660,6,109869.32,1,1,1,154641.91,0,6,0,0,1,0,1
7274,652,6,97435.85,2,1,1,104331.76,0,4,1,0,0,1,0
7275,669,9,0.0,2,0,0,135630.32,0,3,1,0,0,1,0
7276,594,2,133853.27,1,1,1,65361.66,0,5,1,0,0,0,1
7277,756,0,109528.16,2,1,1,56176.31,0,5,0,1,0,0,1
7278,642,4,84607.34,2,0,1,60059.47,0,6,1,0,0,1,0
7279,486,1,101438.0,1,0,0,51364.56,0,5,0,1,0,0,1
7280,804,7,0.0,2,1,1,118752.6,0,4,1,0,0,0,1
7281,629,9,113657.83,1,1,1,116848.79,1,4,1,0,0,0,1
7282,581,7,189318.16,2,1,0,45026.23,1,6,0,0,1,1,0
7283,667,3,99513.91,1,1,1,189657.26,0,3,1,0,0,0,1
7284,667,4,97585.32,2,0,0,57213.46,0,6,0,0,1,0,1
7285,679,3,0.0,2,1,1,63687.06,0,3,1,0,0,0,1
7286,680,4,0.0,2,1,1,58761.33,0,4,1,0,0,1,0
7287,644,3,136659.74,1,1,1,14187.78,0,7,0,0,1,0,1
7288,571,4,85755.86,1,1,0,145115.95,0,5,1,0,0,1,0
7289,627,7,0.0,1,1,0,187718.26,0,3,0,0,1,1,0
7290,536,4,0.0,2,1,0,27150.35,0,9,1,0,0,0,1
7291,599,4,51690.89,1,1,0,111622.76,1,6,0,0,1,0,1
7292,744,3,0.0,2,1,0,27244.35,0,3,0,0,1,0,1
7293,709,2,111669.68,1,1,0,57029.66,0,4,1,0,0,1,0
7294,653,2,154741.45,2,0,0,25183.01,0,3,0,1,0,0,1
7295,648,7,125681.51,1,0,1,129980.93,0,3,0,1,0,0,1
7296,663,8,155303.71,1,1,0,118716.63,0,9,0,1,0,1,0
7297,613,4,140681.68,1,0,1,20134.07,0,5,0,1,0,1,0
7298,620,9,71902.52,1,0,1,190208.23,0,4,1,0,0,0,1
7299,661,6,146606.6,1,1,1,68021.9,0,6,1,0,0,0,1
7300,669,1,123949.75,1,0,0,110881.56,0,4,0,1,0,0,1
7301,767,1,144753.21,1,1,1,132480.75,0,7,0,1,0,1,0
7303,653,0,0.0,2,1,0,27862.58,0,5,1,0,0,0,1
7304,679,8,125850.53,2,1,1,87008.17,0,3,0,1,0,0,1
7305,687,7,108116.66,1,1,1,27411.19,0,5,1,0,0,0,1
7306,837,2,0.0,2,1,1,46395.21,0,5,1,0,0,1,0
7307,850,8,67639.56,2,1,1,194245.29,0,5,1,0,0,0,1
7308,663,6,150200.23,1,0,1,151317.27,1,3,0,0,1,1,0
7309,547,7,141287.15,1,1,0,118142.79,0,4,0,0,1,1,0
7310,627,6,0.0,3,1,1,138700.75,1,5,1,0,0,1,0
7311,707,1,0.0,2,0,1,6035.51,0,4,1,0,0,0,1
7312,629,0,0.0,2,1,1,41263.69,0,3,1,0,0,1,0
7313,687,4,97157.96,1,0,1,63185.05,0,5,1,0,0,1,0
7314,588,2,0.0,2,1,0,92536.0,1,7,1,0,0,1,0
7315,502,6,125241.17,2,1,1,158736.07,0,10,0,1,0,1,0
7316,793,2,128966.13,1,0,0,18633.4,1,1,0,1,0,0,1
7317,727,5,152581.06,1,1,0,71830.1,1,7,0,1,0,0,1
7318,632,1,0.0,2,1,0,19525.65,0,5,0,0,1,1,0
7319,474,5,142688.57,2,1,1,110953.33,0,3,0,1,0,1,0
7320,850,1,130089.56,2,1,1,4466.21,0,6,0,1,0,1,0
7321,584,9,0.0,1,1,1,105818.51,0,5,1,0,0,0,1
7322,713,1,117094.02,1,0,0,149558.83,1,6,1,0,0,1,0
7323,742,8,0.0,2,1,0,4070.28,0,7,0,0,1,0,1
7324,607,10,0.0,3,1,0,132741.13,1,5,1,0,0,1,0
7325,761,2,0.0,2,1,0,61251.25,0,3,0,0,1,1,0
7326,600,7,90218.9,1,1,0,91347.76,0,9,1,0,0,0,1
7327,650,4,194532.66,1,1,0,171045.31,1,4,0,0,1,0,1
7328,850,1,169743.83,1,0,0,155850.4,1,2,0,1,0,0,1
7329,501,5,0.0,1,1,0,27380.99,0,7,1,0,0,1,0
7330,418,8,155973.88,1,1,0,154208.96,0,4,1,0,0,0,1
7331,797,4,129321.44,1,1,1,93624.55,0,4,0,0,1,0,1
7332,788,6,138650.49,2,1,0,64746.07,0,5,0,1,0,1,0
7333,699,2,136487.86,2,1,0,82815.93,0,4,0,0,1,0,1
7334,616,6,0.0,2,1,1,27308.58,0,3,1,0,0,0,1
7335,651,4,38617.2,1,1,1,104876.8,0,5,1,0,0,1,0
7336,654,7,0.0,2,1,0,151316.37,0,4,1,0,0,1,0
7337,676,8,82909.14,1,1,0,91817.38,1,2,1,0,0,1,0
7338,708,8,145151.4,1,0,1,125311.17,1,4,0,1,0,1,0
7339,499,0,147187.84,1,1,1,14868.94,1,4,0,0,1,1,0
7340,689,4,0.0,2,1,0,196112.45,0,6,1,0,0,0,1
7341,850,7,108185.81,2,0,0,24093.4,1,6,0,0,1,0,1
7342,502,4,0.0,2,1,1,66263.87,0,2,1,0,0,0,1
7343,643,7,0.0,2,0,1,100304.13,0,3,1,0,0,0,1
7344,762,2,0.0,2,1,0,167909.52,0,5,1,0,0,0,1
7345,719,5,105918.1,1,1,1,16246.59,0,5,1,0,0,0,1
7346,789,6,0.0,2,1,0,103603.65,0,8,1,0,0,0,1
7347,553,7,0.0,2,1,0,7680.23,0,5,0,0,1,0,1
7348,448,2,0.0,2,0,0,95215.73,0,8,0,0,1,0,1
7349,632,6,59972.26,2,0,1,148172.94,0,4,0,1,0,0,1
7350,669,7,157228.61,2,1,0,124382.9,0,5,0,0,1,0,1
7351,654,5,0.0,2,1,0,159311.46,0,6,0,0,1,0,1
7352,726,4,0.0,2,0,0,6787.48,0,7,1,0,0,1,0
7353,596,4,210433.08,2,0,1,197297.77,1,5,1,0,0,0,1
7354,733,1,102452.71,1,1,0,21556.95,0,4,0,1,0,1,0
7355,529,5,0.0,2,1,0,56518.0,0,5,0,0,1,1,0
7356,493,8,142987.46,2,1,0,158840.99,0,2,1,0,0,1,0
7357,615,7,143330.56,2,1,1,126396.01,0,3,0,0,1,1,0
7358,600,6,0.0,1,0,1,148087.88,1,10,1,0,0,1,0
7359,666,4,120165.4,2,1,0,33701.5,0,5,1,0,0,0,1
7360,644,6,0.0,1,0,1,84622.37,0,3,0,0,1,0,1
7361,692,4,0.0,1,1,0,185580.89,1,5,1,0,0,1,0
7363,603,4,102833.46,2,1,1,38829.11,0,5,1,0,0,0,1
7364,671,5,164757.56,1,1,0,110748.88,0,3,1,0,0,1,0
7365,568,10,153610.61,1,1,1,54083.8,1,5,0,0,1,1,0
7366,598,8,0.0,3,0,1,88658.73,0,4,0,0,1,1,0
7367,606,10,0.0,2,1,0,177938.52,0,5,0,0,1,0,1
7368,850,3,169025.83,1,1,0,174235.06,0,4,0,1,0,1,0
7369,644,4,153455.72,2,1,1,82696.84,0,4,0,0,1,1,0
7370,655,4,0.0,2,1,1,142415.97,0,2,1,0,0,0,1
7371,850,10,153972.89,2,1,0,62811.03,0,4,1,0,0,0,1
7372,683,9,114609.55,2,0,1,25339.29,0,3,0,0,1,0,1
7373,663,7,143625.83,2,0,1,176487.05,0,3,0,1,0,0,1
7374,682,1,116520.28,1,1,1,49833.5,1,6,0,1,0,1,0
7376,704,6,166594.78,1,1,1,155823.2,0,7,1,0,0,0,1
7377,691,0,115465.98,1,1,1,60622.61,0,10,1,0,0,1,0
7378,599,8,0.0,2,1,1,174196.68,0,6,1,0,0,0,1
7379,573,1,0.0,1,1,1,56905.38,0,7,1,0,0,1,0
7380,589,7,92618.62,1,1,1,101178.85,0,4,0,1,0,1,0
7381,620,8,141825.88,1,1,1,73857.94,1,5,0,1,0,1,0
7382,647,6,149594.02,2,1,0,102325.19,0,7,0,0,1,0,1
7383,737,7,130051.66,2,0,0,55356.39,1,7,0,0,1,1,0
7384,634,7,0.0,2,1,1,131284.93,0,5,1,0,0,1,0
7385,660,4,0.0,2,0,0,88080.43,0,6,1,0,0,0,1
7386,666,2,158468.76,1,0,1,93266.01,0,9,0,1,0,1,0
7387,696,8,161889.79,1,0,0,75562.47,0,5,1,0,0,0,1
7388,836,9,133681.78,1,1,1,153747.73,0,4,1,0,0,1,0
7389,667,5,0.0,2,1,0,163830.64,0,3,0,0,1,1,0
7390,596,3,187294.46,1,1,0,103456.47,0,4,0,0,1,0,1
7391,430,5,0.0,1,1,0,95655.16,0,7,1,0,0,0,1
7393,599,7,119706.22,1,0,0,31190.42,0,3,1,0,0,0,1
7394,519,8,0.0,1,0,1,167553.06,0,4,1,0,0,1,0
7395,721,7,138523.2,1,0,0,59604.45,1,4,0,1,0,1,0
7396,603,5,90778.76,2,1,0,162223.67,1,5,0,0,1,1,0
7397,572,4,99353.42,1,1,0,196549.85,1,5,0,1,0,0,1
7398,453,1,111524.49,1,1,1,120373.84,1,7,0,1,0,1,0
7399,668,7,128645.67,1,1,0,92149.64,0,3,1,0,0,1,0
7400,762,1,117458.51,1,0,1,178361.48,1,9,0,1,0,0,1
7401,633,9,129189.15,2,0,0,170998.83,0,3,1,0,0,1,0
7402,647,7,121260.19,2,1,0,77216.48,0,4,0,0,1,0,1
7403,796,6,94231.13,1,0,0,121164.6,1,7,0,0,1,0,1
7404,733,1,0.0,2,1,1,141841.31,0,9,1,0,0,0,1
7405,556,8,163757.06,1,1,1,104000.06,0,4,1,0,0,0,1
7406,489,4,0.0,2,1,1,191419.32,0,1,0,0,1,0,1
7407,639,4,0.0,2,1,0,28188.96,0,4,1,0,0,0,1
7408,715,2,141005.47,1,1,1,60407.93,0,6,1,0,0,0,1
7409,807,9,105356.09,2,1,1,130489.37,0,4,0,1,0,1,0
7410,714,5,0.0,2,1,0,193040.32,0,8,0,0,1,0,1
7411,626,6,85897.95,1,1,0,109742.8,0,4,0,1,0,1,0
7412,697,7,0.0,2,1,1,74760.32,0,4,1,0,0,0,1
7413,850,4,164672.66,1,0,1,61936.1,0,6,0,1,0,1,0
7414,737,2,99169.67,2,1,1,78650.95,0,6,0,1,0,1,0
7415,812,6,0.0,2,0,0,168023.6,0,4,1,0,0,0,1
7416,583,8,0.0,2,0,1,5571.59,0,9,1,0,0,0,1
7417,730,5,124053.03,1,1,0,118591.67,0,6,0,1,0,1,0
7418,677,4,0.0,2,1,0,7824.31,0,6,1,0,0,0,1
7419,748,3,103499.09,2,0,0,38153.19,0,6,0,1,0,1,0
7420,753,9,151766.71,1,1,1,180829.99,0,3,0,1,0,1,0
7421,634,1,0.0,1,1,1,143960.72,0,4,0,0,1,1,0
7422,622,7,101486.96,1,1,1,8788.35,0,6,1,0,0,0,1
7423,699,2,123601.56,2,1,0,103557.85,0,8,0,1,0,0,1
7424,570,1,127201.58,1,1,0,147168.28,1,9,0,1,0,0,1
